offers_A,demands_A,offers_B,demands_B,compatibility_percent
"[87, 36, 30, 54, 85]","[22, 3, 98, 93, 65]","[77, 38, 4, 61, 4]","[17, 74, 93, 91, 95]",49.48979591836735
"[96, 13, 35, 33, 67]","[23, 45, 8, 60, 44]","[18, 41, 19, 11, 2]","[51, 88, 18, 76, 4]",63.125
"[64, 37, 41, 80, 49]","[77, 58, 88, 93, 6]","[99, 76, 87, 50, 48]","[6, 28, 19, 14, 64]",70.1010101010101
"[40, 30, 9, 40, 81]","[38, 25, 59, 50, 10]","[34, 93, 76, 36, 15]","[28, 45, 21, 22, 51]",79.03225806451613
"[71, 13, 69, 26, 64]","[76, 22, 58, 24, 86]","[6, 40, 100, 37, 28]","[1, 41, 59, 22, 93]",65.8
"[12, 87, 81, 12, 91]","[56, 6, 19, 21, 60]","[90, 87, 74, 48, 42]","[74, 34, 18, 28, 91]",55.05494505494506
"[66, 64, 69, 84, 83]","[95, 69, 70, 39, 44]","[66, 79, 96, 19, 25]","[67, 46, 58, 70, 40]",80.10416666666667
"[3, 13, 4, 16, 10]","[94, 73, 10, 78, 57]","[76, 52, 2, 35, 73]","[95, 12, 15, 53, 52]",69.57894736842104
"[10, 46, 46, 93, 94]","[30, 69, 59, 48, 47]","[23, 9, 77, 10, 75]","[56, 63, 35, 100, 71]",74.5
"[98, 92, 31, 94, 41]","[9, 65, 7, 83, 13]","[24, 31, 91, 79, 51]","[4, 21, 82, 48, 27]",53.97959183673469
"[7, 40, 54, 7, 24]","[86, 28, 47, 69, 9]","[80, 25, 20, 85, 18]","[35, 7, 76, 18, 51]",78.83720930232558
"[91, 61, 2, 46, 36]","[30, 23, 64, 17, 98]","[32, 97, 95, 34, 71]","[32, 92, 80, 48, 44]",66.42857142857142
"[98, 3, 76, 73, 73]","[69, 61, 96, 3, 76]","[28, 24, 39, 3, 99]","[98, 31, 78, 90, 98]",76.76767676767676
"[16, 98, 95, 89, 56]","[60, 76, 65, 94, 42]","[5, 19, 22, 17, 7]","[30, 52, 11, 53, 91]",50.816326530612244
"[86, 58, 4, 74, 72]","[18, 76, 20, 82, 79]","[63, 48, 90, 99, 77]","[18, 86, 85, 85, 92]",62.62626262626262
"[87, 65, 87, 80, 91]","[16, 86, 10, 78, 11]","[21, 97, 22, 61, 59]","[52, 95, 10, 42, 80]",70.72164948453607
"[73, 40, 25, 50, 83]","[27, 72, 82, 27, 75]","[33, 40, 14, 72, 13]","[22, 11, 96, 39, 90]",60.208333333333336
"[16, 16, 5, 35, 21]","[21, 57, 5, 89, 13]","[90, 75, 13, 87, 1]","[78, 80, 26, 32, 100]",66.2
"[95, 23, 58, 34, 50]","[77, 44, 52, 2, 3]","[31, 43, 13, 22, 31]","[43, 10, 17, 77, 76]",67.4736842105263
"[35, 5, 74, 74, 42]","[72, 80, 20, 54, 17]","[31, 5, 20, 48, 23]","[82, 2, 51, 75, 11]",71.58536585365853
"[38, 82, 56, 35, 93]","[18, 58, 88, 87, 98]","[28, 62, 93, 79, 84]","[45, 42, 18, 75, 61]",79.79591836734694
"[82, 56, 51, 19, 59]","[50, 35, 87, 81, 16]","[25, 76, 7, 63, 96]","[21, 85, 55, 36, 31]",60.104166666666664
"[39, 90, 37, 66, 27]","[34, 19, 95, 43, 87]","[68, 13, 53, 75, 5]","[35, 1, 100, 58, 35]",63.2
"[34, 59, 98, 91, 32]","[9, 57, 7, 84, 8]","[66, 94, 10, 70, 2]","[24, 55, 42, 93, 20]",79.48979591836735
"[97, 3, 17, 19, 61]","[1, 4, 19, 34, 84]","[60, 21, 31, 46, 71]","[49, 36, 45, 19, 64]",76.80412371134021
"[6, 22, 8, 56, 47]","[81, 28, 95, 58, 36]","[76, 7, 73, 22, 61]","[90, 72, 94, 67, 43]",63.78947368421053
"[87, 46, 52, 12, 7]","[31, 77, 45, 82, 59]","[64, 93, 59, 35, 37]","[25, 78, 74, 59, 18]",67.09677419354838
"[51, 3, 32, 34, 99]","[37, 69, 78, 18, 62]","[97, 7, 13, 50, 54]","[29, 18, 19, 75, 76]",65.55555555555557
"[81, 11, 8, 93, 70]","[93, 9, 53, 63, 22]","[96, 58, 67, 45, 39]","[47, 2, 91, 22, 27]",64.47916666666667
"[20, 1, 76, 61, 59]","[21, 92, 25, 10, 67]","[22, 78, 50, 77, 74]","[70, 13, 44, 12, 34]",69.34782608695652
"[52, 62, 85, 25, 99]","[45, 82, 91, 62, 22]","[12, 24, 12, 87, 25]","[7, 91, 62, 64, 22]",58.484848484848484
"[65, 28, 12, 5, 23]","[51, 79, 3, 34, 84]","[9, 100, 71, 34, 78]","[70, 68, 15, 81, 67]",69.5
"[50, 89, 41, 8, 73]","[56, 23, 27, 35, 71]","[26, 56, 53, 24, 86]","[36, 11, 75, 13, 87]",70.78651685393258
"[73, 38, 45, 100, 95]","[33, 66, 77, 87, 24]","[81, 48, 74, 42, 64]","[75, 3, 72, 80, 23]",69.0
"[48, 56, 71, 76, 89]","[2, 86, 40, 78, 27]","[52, 76, 90, 54, 50]","[63, 89, 30, 99, 10]",64.84848484848484
"[34, 62, 38, 77, 36]","[45, 40, 59, 18, 44]","[19, 15, 96, 8, 34]","[45, 92, 98, 96, 100]",70.8
"[3, 59, 6, 20, 63]","[30, 96, 97, 53, 31]","[55, 96, 80, 21, 12]","[28, 69, 67, 48, 72]",76.70103092783506
"[5, 45, 39, 65, 16]","[38, 5, 36, 21, 61]","[7, 7, 2, 19, 98]","[94, 86, 80, 67, 14]",71.32653061224491
"[12, 48, 57, 18, 61]","[46, 14, 9, 63, 10]","[29, 84, 51, 93, 81]","[28, 16, 15, 34, 80]",61.82795698924731
"[94, 78, 62, 41, 50]","[75, 76, 21, 94, 37]","[38, 82, 36, 67, 72]","[98, 2, 75, 98, 97]",67.65306122448979
"[95, 12, 70, 27, 25]","[17, 61, 45, 99, 75]","[33, 45, 46, 66, 12]","[46, 72, 65, 14, 4]",72.02020202020202
"[47, 40, 60, 29, 5]","[34, 67, 69, 51, 68]","[40, 8, 63, 41, 26]","[73, 77, 66, 98, 83]",65.40816326530611
"[49, 85, 51, 88, 78]","[4, 91, 89, 11, 62]","[64, 32, 80, 15, 51]","[86, 88, 96, 86, 29]",70.93749999999999
"[33, 14, 8, 29, 28]","[36, 44, 64, 53, 34]","[5, 6, 88, 92, 16]","[85, 23, 87, 75, 13]",61.84782608695652
"[4, 86, 51, 66, 4]","[84, 12, 23, 48, 73]","[91, 61, 73, 73, 17]","[91, 19, 5, 58, 43]",52.30769230769231
"[30, 75, 79, 72, 70]","[53, 78, 35, 92, 65]","[93, 4, 67, 43, 24]","[16, 33, 91, 81, 21]",61.075268817204304
"[64, 86, 44, 27, 41]","[8, 6, 14, 53, 40]","[17, 8, 45, 68, 53]","[77, 25, 96, 72, 50]",73.95833333333333
"[52, 27, 74, 61, 27]","[97, 49, 64, 8, 64]","[94, 82, 79, 49, 1]","[93, 40, 18, 85, 28]",70.10309278350516
"[1, 88, 39, 48, 70]","[87, 57, 88, 11, 23]","[47, 66, 93, 84, 85]","[82, 76, 43, 33, 92]",65.26881720430107
"[91, 32, 71, 26, 80]","[99, 55, 70, 56, 23]","[24, 60, 68, 25, 65]","[11, 41, 16, 3, 62]",65.65656565656566
"[9, 61, 18, 97, 78]","[8, 45, 54, 4, 27]","[53, 47, 11, 19, 18]","[74, 81, 60, 87, 7]",66.80412371134021
"[38, 84, 15, 25, 14]","[31, 13, 97, 98, 43]","[57, 88, 63, 29, 13]","[32, 15, 58, 73, 28]",57.755102040816325
"[7, 76, 48, 58, 46]","[87, 37, 13, 14, 77]","[31, 42, 27, 39, 77]","[31, 60, 68, 20, 59]",75.74712643678161
"[39, 41, 26, 23, 30]","[32, 10, 21, 38, 78]","[74, 77, 9, 10, 27]","[25, 98, 49, 25, 20]",68.77551020408164
"[22, 40, 59, 35, 41]","[89, 53, 75, 82, 54]","[65, 53, 85, 21, 79]","[11, 35, 10, 11, 21]",74.2696629213483
"[27, 10, 54, 16, 29]","[94, 80, 79, 85, 91]","[100, 46, 5, 72, 7]","[29, 88, 84, 5, 33]",66.4
"[51, 90, 42, 58, 79]","[60, 100, 85, 65, 65]","[25, 82, 22, 74, 16]","[94, 48, 80, 40, 63]",66.9
"[98, 18, 40, 40, 31]","[32, 42, 95, 84, 35]","[14, 25, 45, 60, 33]","[24, 40, 30, 57, 57]",73.46938775510205
"[44, 54, 29, 21, 9]","[26, 6, 75, 9, 98]","[7, 53, 74, 43, 56]","[41, 24, 85, 33, 49]",71.0204081632653
"[47, 28, 80, 34, 23]","[36, 42, 76, 18, 83]","[20, 31, 94, 18, 41]","[15, 7, 55, 70, 90]",71.48936170212765
"[24, 15, 47, 73, 24]","[55, 44, 78, 2, 61]","[64, 60, 62, 97, 57]","[26, 10, 74, 37, 88]",71.75257731958762
"[75, 72, 90, 9, 76]","[61, 42, 21, 45, 39]","[58, 74, 63, 7, 48]","[82, 70, 76, 32, 97]",80.30927835051547
"[89, 49, 95, 30, 72]","[50, 80, 20, 62, 64]","[76, 47, 86, 51, 69]","[76, 26, 48, 92, 85]",68.52631578947367
"[68, 66, 32, 57, 8]","[62, 14, 76, 81, 84]","[17, 67, 35, 86, 56]","[39, 61, 48, 45, 52]",67.67441860465117
"[28, 76, 55, 75, 37]","[31, 65, 14, 91, 38]","[68, 95, 3, 79, 63]","[19, 23, 6, 38, 36]",72.21052631578947
"[55, 97, 34, 56, 37]","[56, 49, 13, 10, 67]","[28, 57, 37, 35, 39]","[86, 22, 82, 3, 20]",65.25773195876289
"[5, 60, 11, 33, 44]","[39, 98, 74, 77, 92]","[25, 36, 33, 26, 85]","[67, 30, 83, 71, 78]",58.06122448979592
"[46, 18, 6, 69, 89]","[8, 56, 3, 82, 87]","[88, 45, 12, 87, 85]","[52, 37, 28, 3, 93]",75.91397849462365
"[54, 85, 87, 26, 73]","[48, 7, 58, 41, 8]","[74, 13, 14, 8, 16]","[43, 75, 78, 55, 39]",75.86206896551724
"[50, 46, 54, 93, 70]","[24, 21, 7, 85, 65]","[58, 98, 68, 90, 50]","[74, 47, 14, 19, 63]",65.51020408163265
"[100, 36, 74, 35, 60]","[14, 54, 72, 79, 99]","[40, 74, 32, 28, 85]","[89, 83, 53, 1, 40]",71.6
"[45, 50, 88, 8, 45]","[13, 100, 71, 36, 26]","[5, 84, 30, 89, 14]","[46, 79, 59, 67, 80]",71.7
"[15, 47, 97, 42, 81]","[82, 65, 6, 4, 73]","[89, 3, 88, 38, 32]","[13, 75, 22, 30, 56]",62.06185567010309
"[38, 64, 9, 3, 79]","[19, 89, 10, 95, 74]","[89, 57, 33, 4, 47]","[59, 63, 50, 26, 33]",60.526315789473685
"[49, 85, 68, 72, 69]","[52, 27, 52, 7, 45]","[80, 78, 58, 80, 84]","[4, 71, 24, 79, 52]",61.88235294117647
"[13, 11, 4, 47, 14]","[78, 43, 39, 85, 4]","[12, 49, 37, 82, 54]","[89, 89, 60, 91, 71]",51.86813186813187
"[23, 88, 16, 66, 87]","[51, 55, 41, 73, 83]","[23, 22, 46, 5, 36]","[57, 88, 35, 38, 82]",69.6590909090909
"[71, 42, 13, 67, 56]","[64, 28, 19, 97, 17]","[97, 14, 43, 38, 80]","[28, 54, 93, 32, 35]",60.41237113402062
"[87, 35, 86, 43, 62]","[71, 95, 44, 63, 32]","[21, 36, 88, 92, 87]","[89, 91, 62, 67, 76]",62.421052631578945
"[56, 86, 80, 73, 7]","[85, 33, 100, 83, 42]","[46, 6, 100, 68, 48]","[47, 2, 54, 83, 79]",71.2
"[19, 17, 92, 70, 13]","[61, 76, 24, 59, 46]","[48, 49, 76, 89, 77]","[66, 25, 52, 44, 58]",65.32608695652173
"[96, 65, 9, 95, 30]","[91, 43, 18, 39, 43]","[7, 53, 11, 88, 38]","[97, 78, 82, 37, 46]",67.42268041237115
"[98, 13, 96, 94, 93]","[46, 30, 61, 92, 95]","[60, 4, 45, 5, 64]","[18, 50, 68, 33, 72]",59.08163265306123
"[79, 46, 75, 65, 99]","[27, 91, 63, 85, 57]","[76, 30, 44, 59, 75]","[45, 79, 66, 59, 98]",74.14141414141415
"[31, 19, 83, 4, 18]","[35, 47, 36, 66, 46]","[23, 39, 79, 3, 86]","[76, 24, 72, 5, 58]",68.83720930232558
"[49, 22, 22, 11, 21]","[44, 81, 44, 92, 85]","[7, 90, 69, 83, 30]","[2, 46, 63, 37, 98]",64.28571428571429
"[5, 73, 60, 38, 22]","[3, 84, 45, 52, 17]","[91, 94, 74, 46, 58]","[37, 54, 13, 47, 74]",64.57446808510639
"[86, 100, 80, 36, 29]","[71, 55, 47, 3, 8]","[64, 25, 35, 3, 76]","[16, 10, 52, 35, 85]",63.8
"[66, 24, 18, 40, 21]","[2, 78, 54, 41, 89]","[41, 35, 98, 53, 31]","[66, 12, 75, 23, 39]",69.38775510204081
"[49, 5, 32, 95, 38]","[85, 15, 21, 29, 36]","[56, 27, 12, 14, 38]","[15, 69, 18, 9, 54]",70.42105263157896
"[53, 36, 27, 63, 24]","[98, 73, 97, 39, 51]","[80, 21, 61, 20, 55]","[57, 16, 43, 24, 73]",73.77551020408163
"[77, 92, 31, 45, 43]","[77, 13, 63, 50, 83]","[2, 60, 77, 63, 99]","[42, 95, 71, 39, 100]",69.4
"[43, 37, 32, 5, 8]","[95, 89, 48, 4, 37]","[75, 86, 99, 91, 13]","[51, 19, 99, 94, 35]",60.2020202020202
"[60, 79, 61, 40, 40]","[96, 26, 52, 37, 53]","[68, 47, 94, 38, 51]","[8, 100, 92, 72, 52]",75.8
"[92, 76, 62, 34, 89]","[35, 32, 93, 77, 33]","[10, 65, 48, 64, 68]","[75, 52, 53, 74, 26]",67.31182795698925
"[21, 38, 97, 29, 31]","[41, 97, 72, 45, 10]","[28, 59, 29, 46, 2]","[26, 97, 29, 12, 40]",73.09278350515464
"[19, 70, 88, 41, 15]","[3, 8, 39, 56, 61]","[56, 62, 38, 74, 82]","[33, 35, 41, 87, 46]",63.63636363636363
"[79, 95, 45, 36, 67]","[32, 6, 12, 46, 84]","[78, 98, 9, 42, 96]","[63, 96, 75, 77, 10]",69.18367346938776
"[25, 96, 18, 46, 14]","[79, 24, 50, 34, 11]","[8, 26, 49, 17, 65]","[85, 19, 51, 3, 59]",58.020833333333336
"[58, 40, 65, 32, 85]","[10, 44, 39, 4, 3]","[85, 86, 38, 5, 38]","[10, 57, 13, 66, 35]",58.72093023255814
"[25, 82, 12, 94, 18]","[52, 50, 54, 69, 78]","[49, 65, 68, 24, 85]","[21, 80, 84, 51, 90]",70.53191489361703
"[72, 61, 78, 48, 95]","[88, 69, 47, 17, 92]","[75, 85, 39, 35, 82]","[41, 26, 53, 98, 95]",78.9795918367347
"[27, 11, 81, 20, 60]","[16, 91, 25, 11, 22]","[18, 11, 38, 85, 21]","[4, 91, 69, 77, 30]",59.120879120879124
"[5, 52, 99, 2, 95]","[82, 54, 85, 38, 47]","[75, 100, 30, 60, 50]","[98, 68, 84, 20, 91]",72.1
"[4, 2, 57, 19, 44]","[24, 62, 60, 97, 94]","[38, 18, 20, 53, 88]","[30, 79, 79, 85, 58]",63.608247422680414
"[71, 89, 2, 29, 30]","[93, 56, 32, 66, 23]","[59, 19, 77, 90, 49]","[66, 68, 4, 65, 63]",71.72043010752688
"[31, 10, 43, 97, 92]","[24, 98, 42, 21, 59]","[26, 63, 43, 66, 35]","[12, 10, 2, 90, 23]",75.20408163265306
"[14, 45, 19, 71, 79]","[81, 13, 75, 47, 96]","[74, 56, 40, 71, 39]","[56, 24, 53, 75, 8]",64.79166666666667
"[98, 20, 90, 76, 94]","[95, 39, 73, 89, 71]","[64, 6, 58, 31, 65]","[71, 95, 20, 49, 2]",55.714285714285715
"[64, 87, 51, 40, 20]","[91, 34, 6, 39, 19]","[81, 12, 43, 54, 15]","[11, 32, 48, 50, 21]",76.92307692307692
"[12, 61, 90, 89, 23]","[14, 25, 45, 33, 57]","[35, 82, 33, 4, 62]","[1, 62, 73, 73, 37]",79.66666666666667
"[85, 99, 56, 92, 48]","[3, 42, 83, 91, 61]","[27, 83, 32, 55, 46]","[39, 35, 70, 21, 5]",59.09090909090909
"[13, 93, 13, 4, 70]","[52, 12, 28, 85, 32]","[88, 89, 30, 27, 20]","[30, 91, 10, 72, 70]",70.43010752688173
"[5, 45, 71, 85, 35]","[30, 75, 70, 24, 22]","[5, 10, 6, 15, 83]","[27, 23, 50, 29, 44]",58.35294117647059
"[6, 72, 19, 59, 63]","[97, 65, 78, 69, 50]","[16, 78, 20, 62, 14]","[60, 41, 27, 68, 65]",69.17525773195875
"[22, 77, 86, 85, 5]","[77, 76, 90, 20, 87]","[75, 64, 94, 79, 91]","[63, 37, 52, 25, 37]",69.36170212765957
"[55, 10, 12, 30, 63]","[64, 67, 100, 31, 12]","[13, 13, 41, 42, 48]","[71, 62, 48, 18, 78]",65.8
"[62, 22, 99, 1, 50]","[28, 28, 12, 63, 42]","[46, 31, 43, 84, 59]","[86, 73, 34, 61, 25]",68.18181818181819
"[99, 64, 50, 50, 31]","[79, 57, 55, 34, 15]","[94, 70, 55, 22, 46]","[88, 95, 23, 66, 57]",81.61616161616162
"[8, 3, 99, 33, 90]","[50, 91, 99, 79, 37]","[44, 69, 83, 36, 4]","[43, 86, 23, 14, 70]",64.34343434343434
"[20, 96, 60, 32, 24]","[27, 72, 63, 38, 34]","[18, 52, 8, 93, 81]","[80, 33, 34, 42, 31]",63.333333333333336
"[5, 30, 57, 70, 57]","[80, 70, 45, 24, 10]","[35, 54, 34, 33, 32]","[53, 92, 100, 69, 78]",72.2
"[89, 19, 24, 76, 50]","[5, 9, 62, 54, 52]","[10, 23, 39, 80, 63]","[86, 32, 15, 72, 93]",83.76344086021507
"[89, 53, 26, 16, 26]","[95, 57, 85, 95, 37]","[86, 65, 83, 64, 42]","[83, 24, 76, 16, 38]",84.0
"[55, 68, 1, 21, 30]","[44, 89, 49, 40, 36]","[24, 100, 80, 72, 18]","[70, 81, 62, 67, 17]",74.0
"[32, 88, 95, 6, 57]","[1, 21, 28, 96, 88]","[50, 47, 50, 86, 49]","[66, 73, 25, 55, 41]",65.625
"[34, 34, 2, 48, 71]","[87, 72, 22, 32, 47]","[38, 54, 51, 22, 62]","[28, 88, 17, 83, 25]",68.52272727272727
"[81, 74, 33, 93, 76]","[50, 27, 7, 55, 25]","[3, 57, 45, 32, 9]","[48, 16, 7, 65, 93]",66.02150537634408
"[70, 99, 99, 61, 45]","[20, 75, 19, 18, 100]","[100, 68, 30, 62, 8]","[76, 31, 97, 46, 38]",66.8
"[99, 41, 46, 97, 14]","[50, 45, 61, 30, 57]","[93, 22, 2, 97, 9]","[31, 75, 14, 42, 43]",53.73737373737374
"[34, 18, 73, 48, 64]","[14, 8, 100, 85, 63]","[49, 26, 89, 23, 47]","[20, 35, 13, 44, 95]",73.2
"[17, 19, 80, 54, 41]","[94, 16, 54, 82, 71]","[74, 8, 3, 50, 96]","[45, 91, 81, 65, 27]",72.70833333333333
"[79, 40, 71, 99, 75]","[75, 56, 12, 14, 66]","[37, 16, 34, 53, 84]","[20, 23, 81, 26, 49]",65.45454545454545
"[76, 58, 65, 23, 6]","[64, 6, 92, 3, 48]","[95, 58, 28, 11, 15]","[89, 59, 90, 56, 98]",64.08163265306122
"[31, 81, 16, 15, 81]","[31, 46, 10, 26, 66]","[54, 12, 98, 95, 61]","[34, 77, 85, 50, 46]",62.755102040816325
"[25, 2, 88, 31, 92]","[26, 30, 62, 89, 27]","[65, 76, 34, 31, 60]","[30, 39, 83, 11, 75]",68.69565217391305
"[30, 63, 98, 90, 88]","[4, 34, 39, 78, 36]","[72, 45, 35, 97, 56]","[71, 31, 12, 33, 84]",65.10204081632654
"[83, 82, 54, 96, 35]","[87, 61, 80, 40, 44]","[58, 87, 94, 3, 71]","[74, 26, 47, 82, 59]",74.6875
"[99, 5, 33, 86, 16]","[59, 27, 96, 83, 99]","[84, 71, 46, 85, 66]","[3, 7, 82, 73, 1]",66.76767676767676
"[56, 100, 92, 85, 1]","[54, 56, 75, 47, 44]","[40, 13, 15, 76, 35]","[90, 2, 10, 73, 93]",52.7
"[84, 16, 5, 77, 15]","[71, 49, 100, 54, 76]","[54, 39, 11, 26, 87]","[35, 4, 38, 76, 3]",73.8
"[93, 11, 74, 6, 90]","[21, 81, 41, 11, 88]","[43, 7, 1, 83, 90]","[58, 61, 61, 51, 46]",57.31182795698925
"[56, 99, 6, 91, 2]","[21, 96, 22, 58, 11]","[93, 15, 78, 3, 91]","[66, 97, 78, 90, 14]",55.45454545454545
"[40, 71, 23, 97, 22]","[10, 83, 3, 20, 79]","[34, 45, 47, 54, 25]","[9, 94, 92, 19, 60]",55.36082474226804
"[86, 74, 99, 67, 14]","[7, 48, 47, 49, 24]","[41, 28, 69, 18, 92]","[89, 20, 51, 57, 34]",68.68686868686869
"[29, 92, 32, 45, 75]","[52, 89, 21, 84, 3]","[28, 85, 52, 11, 31]","[64, 99, 51, 51, 1]",69.5959595959596
"[70, 44, 70, 27, 82]","[71, 22, 47, 74, 69]","[70, 43, 18, 21, 72]","[75, 87, 100, 87, 25]",69.8
"[86, 92, 11, 28, 96]","[63, 22, 22, 88, 5]","[64, 70, 11, 31, 61]","[85, 89, 47, 76, 31]",66.04166666666667
"[92, 96, 57, 20, 9]","[4, 2, 99, 75, 41]","[54, 25, 36, 84, 75]","[63, 24, 2, 9, 94]",56.464646464646464
"[47, 20, 24, 90, 94]","[38, 34, 33, 21, 96]","[48, 54, 75, 13, 82]","[72, 75, 29, 77, 55]",75.93750000000001
"[96, 32, 34, 97, 98]","[89, 52, 61, 27, 66]","[85, 87, 51, 79, 86]","[73, 43, 71, 10, 9]",62.44897959183673
"[6, 9, 40, 7, 64]","[15, 28, 97, 85, 32]","[54, 34, 93, 27, 8]","[94, 18, 7, 49, 16]",63.81443298969072
"[15, 13, 92, 95, 28]","[98, 37, 39, 38, 33]","[36, 92, 66, 93, 46]","[67, 66, 55, 45, 70]",54.48979591836735
"[19, 71, 9, 15, 39]","[20, 42, 93, 72, 88]","[76, 26, 50, 45, 78]","[44, 28, 43, 80, 23]",63.97849462365591
"[76, 29, 31, 96, 20]","[37, 53, 69, 74, 50]","[13, 49, 28, 58, 73]","[75, 32, 100, 52, 25]",77.0
"[27, 14, 57, 91, 63]","[95, 12, 25, 85, 78]","[32, 85, 48, 16, 87]","[99, 82, 6, 56, 33]",50.2020202020202
"[1, 70, 92, 82, 62]","[13, 52, 93, 96, 60]","[58, 39, 100, 10, 66]","[88, 29, 17, 72, 59]",62.7
"[30, 97, 45, 45, 61]","[36, 51, 76, 6, 91]","[25, 17, 21, 55, 36]","[94, 21, 18, 23, 15]",54.74226804123711
"[18, 13, 24, 82, 54]","[89, 19, 40, 47, 73]","[9, 51, 2, 74, 59]","[86, 30, 28, 91, 33]",65.93406593406593
"[16, 98, 82, 54, 28]","[71, 94, 54, 50, 55]","[53, 50, 30, 54, 42]","[26, 71, 75, 13, 72]",76.3265306122449
"[30, 26, 92, 4, 64]","[42, 76, 92, 25, 67]","[18, 65, 82, 75, 15]","[55, 51, 23, 31, 79]",66.52173913043478
"[42, 66, 68, 18, 80]","[94, 72, 48, 33, 21]","[52, 92, 35, 6, 34]","[72, 48, 6, 69, 56]",68.08510638297872
"[29, 37, 25, 35, 60]","[46, 12, 80, 26, 14]","[48, 83, 90, 16, 63]","[56, 96, 83, 100, 13]",60.2
"[19, 47, 41, 48, 100]","[30, 60, 70, 59, 41]","[94, 80, 26, 24, 66]","[46, 63, 19, 10, 12]",62.1
"[69, 66, 25, 82, 50]","[73, 72, 68, 62, 40]","[24, 66, 73, 82, 19]","[85, 94, 50, 81, 21]",78.72340425531915
"[82, 52, 90, 66, 63]","[7, 14, 21, 32, 91]","[14, 69, 94, 59, 100]","[74, 59, 81, 64, 9]",74.9
"[89, 54, 17, 97, 85]","[23, 36, 97, 79, 23]","[51, 93, 3, 34, 4]","[62, 68, 44, 3, 38]",53.402061855670105
"[36, 3, 88, 13, 35]","[28, 98, 42, 27, 78]","[51, 56, 63, 11, 55]","[7, 25, 56, 62, 84]",68.77551020408164
"[16, 28, 72, 95, 47]","[61, 2, 53, 83, 76]","[59, 59, 4, 83, 90]","[29, 93, 60, 97, 88]",73.71134020618557
"[8, 33, 55, 46, 45]","[87, 9, 74, 58, 35]","[29, 56, 49, 4, 86]","[48, 100, 57, 66, 49]",63.2
"[77, 27, 5, 85, 23]","[67, 18, 72, 61, 58]","[40, 80, 59, 34, 62]","[6, 53, 9, 21, 12]",63.64705882352941
"[47, 31, 36, 13, 97]","[65, 29, 12, 55, 78]","[57, 28, 82, 6, 56]","[49, 12, 55, 55, 23]",68.4536082474227
"[33, 5, 56, 51, 14]","[73, 55, 91, 28, 97]","[45, 43, 13, 15, 55]","[86, 50, 45, 92, 89]",58.96907216494845
"[61, 31, 23, 6, 57]","[45, 62, 39, 81, 14]","[15, 81, 50, 44, 93]","[48, 74, 18, 73, 58]",67.20430107526882
"[89, 66, 17, 10, 29]","[45, 50, 17, 9, 62]","[67, 69, 81, 40, 70]","[90, 67, 26, 51, 15]",76.66666666666667
"[59, 80, 25, 22, 8]","[42, 2, 65, 70, 21]","[43, 23, 44, 7, 5]","[95, 99, 32, 47, 96]",70.0
"[97, 19, 4, 72, 28]","[3, 53, 99, 69, 19]","[52, 62, 8, 61, 45]","[12, 24, 49, 47, 4]",62.92929292929293
"[85, 59, 69, 17, 85]","[50, 47, 22, 59, 99]","[91, 53, 51, 22, 43]","[68, 100, 46, 26, 75]",73.1
"[31, 18, 7, 13, 40]","[92, 64, 41, 47, 98]","[95, 59, 64, 20, 63]","[14, 75, 78, 16, 92]",70.10204081632654
"[53, 36, 5, 12, 43]","[52, 46, 42, 31, 3]","[64, 72, 67, 87, 65]","[78, 62, 21, 10, 43]",71.26436781609195
"[40, 53, 88, 72, 91]","[66, 1, 16, 27, 80]","[72, 98, 56, 50, 99]","[41, 84, 39, 97, 57]",67.17171717171718
"[11, 58, 3, 42, 30]","[43, 18, 67, 43, 32]","[35, 25, 79, 7, 15]","[91, 81, 65, 85, 7]",65.82417582417582
"[86, 67, 100, 96, 24]","[32, 18, 71, 24, 1]","[75, 97, 12, 34, 14]","[3, 32, 92, 12, 24]",58.6
"[94, 77, 3, 90, 95]","[3, 2, 95, 78, 7]","[18, 51, 36, 16, 15]","[11, 39, 67, 16, 35]",46.10526315789474
"[99, 57, 39, 32, 35]","[41, 28, 28, 29, 32]","[42, 58, 64, 99, 64]","[79, 34, 8, 70, 20]",70.1010101010101
"[62, 78, 67, 66, 97]","[38, 74, 59, 11, 12]","[28, 95, 26, 38, 18]","[50, 55, 70, 16, 29]",73.91752577319588
"[43, 10, 2, 13, 80]","[24, 30, 83, 13, 11]","[6, 81, 55, 74, 100]","[5, 87, 91, 40, 26]",46.8
"[6, 34, 90, 27, 6]","[17, 89, 43, 34, 71]","[8, 19, 40, 87, 88]","[16, 19, 85, 21, 64]",72.66666666666667
"[85, 61, 72, 46, 25]","[23, 79, 1, 67, 45]","[3, 97, 14, 19, 55]","[40, 73, 83, 49, 52]",78.65979381443299
"[37, 47, 82, 68, 48]","[20, 57, 31, 60, 31]","[91, 17, 2, 68, 58]","[11, 10, 24, 27, 62]",61.42857142857143
"[52, 34, 54, 71, 61]","[15, 87, 23, 90, 95]","[92, 42, 24, 58, 45]","[82, 26, 64, 16, 48]",66.21052631578948
"[31, 70, 71, 10, 49]","[65, 63, 39, 15, 90]","[73, 89, 32, 3, 41]","[75, 75, 55, 51, 80]",73.44444444444443
"[35, 32, 94, 85, 73]","[66, 83, 16, 60, 5]","[13, 67, 33, 58, 51]","[35, 99, 2, 24, 38]",60.707070707070706
